WKT,osm_id,name,access,addr.city,addr.city.en,addr.city.simc,addr.country,addr.floor,addr.housename,addr.housenumber,addr.postcode,addr.street,addr.suburb,air_conditioning,amenity,atm,barrier,board_type,brand,brand.wikidata,brand.wikipedia,cash_in,check_date,check_date.diet.gluten_free,check_date.opening_hours,covered,currency.PLN,diet.gluten_free,door,email,entrance,fee,fee.conditional,information,internet_access,level,material,name.be,name.en,name.ja,name.pl,name.ru,network,opening_hours,operator,operator.wikidata,organic,parking,payment.blik,payment.cash,payment.contactless,payment.credit_cards,payment.debit_cards,payment.diners_club,payment.maestro,payment.mastercard,payment.sodexo,payment.v_pay,payment.visa,payment.visa_debit,payment.visa_electron,pets_allowed,phone,ref,roof.levels,shop,source,source.addr,source.note,start_date,stroller,toilets.wheelchair,tourism,website,wheelchair,wheelchair.description,wikipedia,nazwa_dzie,supermarket
"POINT (21.0218348 52.2945805)","1625417940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0219548 52.2944863)","1625417942",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0219016 52.2946011)","1625417954",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0219956 52.2946278)","1625417957",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0572713 52.3013443)","3024349719",Biedronka,,Warszawa,,,,,,"13",03-287,Głębocka,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,"Mo-Sa 07:00-22:00; Su 08:00-20:00",Jeronimo Martins Polska S.A.,,,,,yes,,,,,,,,,yes,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2775",yes,,,Targówek,Biedronka
"POINT (21.0685654 52.2738384)","3121934165",Biedronka,,,,,,,,,,,,,,yes,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Su 06:00-23:30,Jeronimo Martins Polska S.A.,,,,yes,yes,yes,,,yes,yes,yes,yes,yes,yes,yes,yes,,+48 22 205 33 00,"2379",,supermarket,,,,,,,,"https://www.biedronka.pl/pl/sklepy/shop,id,2379",,,,Targówek,Biedronka
"POINT (21.0598398 52.2666161)","3937771166",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0596145 52.266753)","3937771168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0603761 52.2668579)","3937771171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0602685 52.2670357)","3937771179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0790481 52.2812691)","3982145416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0788738 52.2813026)","3982145422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.07922 52.2816012)","3982145444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0790454 52.2816352)","3982145446",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0571977 52.2686271)","5236208559",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,"Mo-Fr 06:00-23:30; Sa 06:00-23:30",Jeronimo Martins Polska S.A.,,,,yes,yes,yes,,,yes,yes,yes,yes,yes,yes,yes,yes,,+48 22 205 33 00,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,1234",,,,Targówek,Biedronka
"POINT (21.0220919 52.294501)","6272999415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.021915 52.294475)","6272999417",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0218459 52.2877528)","6949548591",Biedronka,,,,,,,,"10",,Piotra Wysockiego,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2023-05-03,,,,,,,,,,,,,,,,,,,,,Mo-Sa 06:00-23:30,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,49,title,piotra-wysockiego-10-warszawa",yes,,,Targówek,Biedronka
"POINT (21.0596627 52.2667207)","7743826591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0596964 52.2667358)","7743826592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0599425 52.2666965)","7743826594",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0602866 52.266934)","7743826595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0603489 52.266964)","7743826596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0598928 52.2666399)","7743826614",,,,,,,,,,,,,,,,,,,,,,,,,,,,sliding,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,Targówek,Biedronka
"POINT (21.0332735 52.2957352)","8549826713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0599444 52.2666758)","9361002973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.084058 52.2861362)","9557607337",Biedronka,,,,,,"0",,,,,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,,,,,,,,,,,,,,,"Mo-Sa 06:00-23:30; Su 08:00-22:00; PH off",,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,3591",,,,Targówek,Biedronka
"POINT (21.0224238 52.2942528)","9621484182",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0220769 52.2943259)","9621484250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0221139 52.294277)","9621484265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0336425 52.2957124)","9630135293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0336381 52.2956865)","9630143133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0337209 52.2957075)","9630143152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0332694 52.2957114)","9630143192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0337593 52.2959283)","9630143382",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0337373 52.295802)","10015623336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0337342 52.295784)","10015623355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emergency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0333197 52.2960016)","12190051066",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0221568 52.2945193)","12509681550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0222007 52.2945318)","12509681553",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0220349 52.2943811)","12509681559",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.170717 52.2519958)","3014212568",Biedronka,,,,,,,,,,,,,,yes,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Su 06:00-23:30,Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,"2436",,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2436",,,,Rembertów,Biedronka
"POINT (21.1554989 52.2589609)","4266784758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Biedronka
"POINT (21.1549983 52.2587193)","4266784759",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Biedronka
"POINT (21.1551928 52.2585684)","4266784760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Biedronka
"POINT (21.1556933 52.2588099)","4266784761",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rembertów,Biedronka
"POINT (21.1585112 52.2561303)","5388233668",Biedronka,,Warszawa,,,,,,"4",04-471,Pociskowa,,,,,,,Biedronka,Q857182,,,,,,,,,,,,,,,,,,,,,,,,Mo-Sa 06:00-22:00,,,,,,yes,,yes,yes,,,,,,,,,,,,,supermarket,,,,,,,,https://www.biedronka.pl,yes,,,Rembertów,Biedronka
"POINT (21.1487978 52.2695705)","8889826543",Biedronka,,Warszawa,,,,,,"26",04-460,Czwartaków,,,,,,,Biedronka,Q857182,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 06:00-23:30,,,,,,,,,,,,,,,,,,,,"3493",,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,3493",,,,Rembertów,Biedronka
"POINT (20.9698054 52.2085653)","334336517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9699761 52.2087603)","334336523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9700324 52.2084907)","334336529",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9702031 52.2086857)","334336535",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9816309 52.201852)","676244907",Biedronka,,Warszawa,,,,,,4D,02-118,Pruszkowska,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Sa 06:00-23:30,Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,43",,,,Ochota,Biedronka
"POINT (20.980384 52.2219951)","1282482320",Biedronka,,Warszawa,,,,,,"26",,Juliana Ursyna Niemcewicza,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,ビェドロンカ,,Бедронка,,"Mo-Sa 07:00-21:00; Su 09:00-20:00",Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,"800080010",,,supermarket,,,,,,,,https://www.biedronka.pl,,,,Ochota,Biedronka
"POINT (20.9662085 52.2110583)","1427938331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9662809 52.2111995)","1427938336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9662868 52.2112534)","1427938360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9665179 52.2110723)","1427938366",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9665269 52.2112484)","1427938369",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9662014 52.2111986)","1427938371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.964615 52.2035957)","1493537025",Biedronka,,Warszawa,,,,,,"23",,Władysława Korotyńskiego,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Sa 06:00-23:30,Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/sklepy/shop,id,1226",yes,,,Ochota,Biedronka
"POINT (20.9664816 52.2004167)","1580686741",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2025-09-23,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,"Mo-Sa 06:00-23:30; Su 06:00-23:30 ""tylko niedziele handlowe""",Jeronimo Martins Polska S.A.,,,,,yes,,yes,yes,,,,,,,,,,,,,supermarket,,,,,,,,https://www.biedronka.pl,yes,,,Ochota,Biedronka
"POINT (20.9753907 52.1986692)","3118068429",Biedronka,,,,,,,,"148",02-117,Racławicka,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Sa 06:00-23:30,Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,no,,https://www.biedronka.pl,yes,,,Ochota,Biedronka
"POINT (20.9662882 52.2112738)","9261984897",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9661971 52.2111238)","9261984903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9665013 52.2110727)","9261984905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9662374 52.2112006)","9261984911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9662369 52.2111978)","9261998723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9662234 52.2111235)","9261998739",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9661949 52.2110673)","9261998742",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9662842 52.2112534)","9261998744",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9662224 52.21108)","9261998749",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9665271 52.2112695)","9261998772",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.966196 52.2110802)","9261998780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9665 52.2110514)","9261998783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9665007 52.2110634)","9264714763",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ochota,Biedronka
"POINT (20.9914667 52.2245889)","11747750326",Biedronka,,,,,,,,123A,,Aleje Jerozolimskie,,,,,,,Biedronka,Q857182,,,2025-07-21,,,,,,,,,,,,,"0",,,,,,,,"Mo-Sa 06:00-23:00; Su 06:00-23:00 ""tylko niedziele handlowe""",Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,"6989",,supermarket,,,,,,,,"https://www.biedronka.pl/pl/sklepy/shop,id,6989",yes,,pl:Biedronka (sieć handlowa),Ochota,Biedronka
"POINT (20.9502961 52.212669)","12437567449",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,,,2025-05-11,,,,,,,,,,,,,,,,,,,,,Mo-Su 06:00-23:30,,,,,,,,,,,,,,,,,,,,"7666",,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,7666",,,,Ochota,Biedronka
"POINT (20.9357681 52.2847747)","845791933",Biedronka,,,,,,,,"1",01-906,Carla Goldoniego,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Sa 06:00-23:30,Jeronimo Martins Polska S.A.,,,,yes,yes,yes,,,yes,yes,yes,yes,yes,yes,yes,yes,,+48 22 205 33 00,,,supermarket,,,,,,,,https://www.biedronka.pl,,,,Bielany,Biedronka
"POINT (20.9493149 52.2710923)","845911900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9491852 52.2709147)","845911901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.949353 52.2708694)","845911902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9494811 52.2710447)","845911903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9603059 52.2718967)","1798100721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9599175 52.2721131)","1798100723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9603565 52.2720634)","1798100732",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9598654 52.2719458)","1798100737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9312978 52.3053036)","2481261069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9309304 52.305397)","2481261104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9319199 52.3055487)","2481261115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9315327 52.3057784)","2481261125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9364103 52.2912076)","2683126939",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,Biedronka,Бедронка,,"Mo-Sa 06:00-23:00; Su off",Jeronimo Martins Polska S.A.,,,,yes,yes,yes,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2243",,,,Bielany,Biedronka
"POINT (20.960296 52.2720699)","3741786774",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9306444 52.2734773)","5819256853",Biedronka,,Warszawa,,,,,,"15",01-903,Marii Dąbrowskiej,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Sa 06:00-23:30,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,38",,,,Bielany,Biedronka
"POINT (20.9381771 52.2702311)","8838506285",Biedronka,,Warszawa,,,,,,45/47,01-864,Jana Kochanowskiego,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,,,,,,,,,,,,,,,Mo-Su 06:00-22:00,Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9317682 52.3054129)","9068774124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9317572 52.3056813)","9068774217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9315267 52.3052947)","9068774272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.931735 52.3054323)","9068774294",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
"POINT (20.9246436 52.2853401)","9984073583",Biedronka,,Warszawa,,,,,,"29",01-918,Tomasza Nocznickiego,,,,,,,Biedronka,Q857182,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Sa 06:00-23:30; PH off",,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,3563",,,,Bielany,Biedronka
"POINT (20.9317379 52.2960536)","11230942671",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,,,,,,,,,,,,,,,,"-1",,,,,,,,Mo-Sa 06:00-23:00,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,3346",,,,Bielany,Biedronka
"POINT (20.9600125 52.2719294)","11662532266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bielany,Biedronka
